Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0036.078020/2022-01,Subcoordenador(a),18/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Subcoordenador(a),18/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Sergio Pereira,18/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Diretor(a),14/11/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Diretor(a),14/11/2023,0042073216,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.019918/2023-10,Bruna Evelyn Rodrigues Rocha,04/10/2023,,SEI/RO - 0042361801 - Informação,Informação nº 2413/2023/SESAU-GECOMP,"Considerando a elaboração doEstudo Técnico Preliminar - ETP -SESAU-GECOMP (0042207095), que visa oRegistro de Preços para futura e eventual aquisição de materiais permanentes (mobiliário), visando atender as unidades da Secretária do Estado da Saúde, por um período de 12 (doze) meses.",Considerando necessidade de padronização dos objetos conforme Relatório SESAU-GAD (0040956378) e a Informação SESAU-GECOMP (0042238806).,"Informamos que o ETP foi disponibilizado no bloco de assinatura nº1160298, na data de 04 de Outubro de 2023 para análise técnica e posterior assinatura dos revisores das unidades elencadas abaixo:",Hospital de Retaguarda de Rondônia - HRRO;,Laboratório Estadual de Patologia e Análises Clínicas - LEPAC;,Laboratório Central de Saúde Pública do Estado de Rondônia - LACEN;
0036.019918/2023-10,Técnico,04/10/2023,0042361801,SEI/RO - 0042361801 - Informação,Informação nº 2413/2023/SESAU-GECOMP,"Considerando a elaboração doEstudo Técnico Preliminar - ETP -SESAU-GECOMP (0042207095), que visa oRegistro de Preços para futura e eventual aquisição de materiais permanentes (mobiliário), visando atender as unidades da Secretária do Estado da Saúde, por um período de 12 (doze) meses.",Considerando necessidade de padronização dos objetos conforme Relatório SESAU-GAD (0040956378) e a Informação SESAU-GECOMP (0042238806).,"Informamos que o ETP foi disponibilizado no bloco de assinatura nº1160298, na data de 04 de Outubro de 2023 para análise técnica e posterior assinatura dos revisores das unidades elencadas abaixo:",Hospital de Retaguarda de Rondônia - HRRO;,Laboratório Estadual de Patologia e Análises Clínicas - LEPAC;,Laboratório Central de Saúde Pública do Estado de Rondônia - LACEN;
0050.071690/2022-18,Josélia Pagani Ferreira,29/11/2023,,SEI/RO - 0043970503 - Termo de Juntada,Termo de Juntada,,"Aos vinte e nove dias do mês de novembrodo ano de 2023, procedi a juntada a relação ID (0043970438) aos autos deste Processo nº 0050.071690/2022-18, que trata do cadastramento de itens no Sistema de Compras do Governo Federal, referentes ao Pregão Eletrônico 517/2023.","Com este fim, lavro o presente termo.",,Josélia Pagani Ferreira,Membro da Comissão de Processamento e Apoio - SUPEL/RO
0050.071690/2022-18,Assessor(a),29/11/2023,0043970503,SEI/RO - 0043970503 - Termo de Juntada,Termo de Juntada,,"Aos vinte e nove dias do mês de novembrodo ano de 2023, procedi a juntada a relação ID (0043970438) aos autos deste Processo nº 0050.071690/2022-18, que trata do cadastramento de itens no Sistema de Compras do Governo Federal, referentes ao Pregão Eletrônico 517/2023.","Com este fim, lavro o presente termo.",,Josélia Pagani Ferreira,Membro da Comissão de Processamento e Apoio - SUPEL/RO
0036.109115/2022-75,TALITA BRILHANTE SANTANA AZEVEDO,09/01/2024,,SEI/RO - 0045049577 - Informação,Informação nº 84/2024/SESAU-GECOMP,"Em atenção aos questionamentos inserido no ID.0045034800, realizamos os seguintes esclarecimentos:","O Estudo Técnico Preliminar - ETP está em fase interna, em elaboração, não sendo possível a sua disponibilização.",A média de uso do oxigênio será conforme necessidade da unidade no momento da prestação do serviço.,"A média de KM gasto será conforme necessidade da unidade, ressaltando que combustível utilizado pela ambulância será arcado pelo Estado Rondônia.","Quanto quais materiais, informamos que seguirá a Portaria nº 2.048, de 05 de novembro de 2002 do Ministério da Saúde.","No que se refere a unidade base, esclarecemos que cada ambulância ficará em sua unidade hospitalar, nos horários definidos na SAMS, devendo os serviços de Transporte Inter Hospitalar de Pacientes ser realizado entre outras unidades públicas ou privadas para unidade a qual será designada, mediante prévia solicitação da unidade hospitalar requisitante, inclusive em outros municípios do Estado de Rondônia, e no caso do Hospital Regional de Extrema até o município de Rio Branco/AC."
0036.109115/2022-75,Técnico,09/01/2024,0045049577,SEI/RO - 0045049577 - Informação,Informação nº 84/2024/SESAU-GECOMP,"Em atenção aos questionamentos inserido no ID.0045034800, realizamos os seguintes esclarecimentos:","O Estudo Técnico Preliminar - ETP está em fase interna, em elaboração, não sendo possível a sua disponibilização.",A média de uso do oxigênio será conforme necessidade da unidade no momento da prestação do serviço.,"A média de KM gasto será conforme necessidade da unidade, ressaltando que combustível utilizado pela ambulância será arcado pelo Estado Rondônia.","Quanto quais materiais, informamos que seguirá a Portaria nº 2.048, de 05 de novembro de 2002 do Ministério da Saúde.","No que se refere a unidade base, esclarecemos que cada ambulância ficará em sua unidade hospitalar, nos horários definidos na SAMS, devendo os serviços de Transporte Inter Hospitalar de Pacientes ser realizado entre outras unidades públicas ou privadas para unidade a qual será designada, mediante prévia solicitação da unidade hospitalar requisitante, inclusive em outros municípios do Estado de Rondônia, e no caso do Hospital Regional de Extrema até o município de Rio Branco/AC."
0036.038658/2023-81,Michelma Dantas do Nascimento Higa,22/01/2024,,SEI/RO - 0045365206 - Aviso,Aviso,"Devolvo os autos a essa SUPEL -CAP, para que procedam a assinatura do despacho (0045340592), uma vez que o processo foi tramitado a esta Gerência de Compras sem assinatura.",,"Porto Velho, 22 de janeiro de 2024.",Michelma Dantas do N. Higa,Assessora Gecomp/SESAU,N/A
0036.038658/2023-81,Assessor(a),22/01/2024,0045365206,SEI/RO - 0045365206 - Aviso,Aviso,"Devolvo os autos a essa SUPEL -CAP, para que procedam a assinatura do despacho (0045340592), uma vez que o processo foi tramitado a esta Gerência de Compras sem assinatura.",,"Porto Velho, 22 de janeiro de 2024.",Michelma Dantas do N. Higa,Assessora Gecomp/SESAU,N/A
0049.003281/2023-09,Diego Emiliano de Oliveira Gimenez,27/05/2024,,SEI/RO - 0049154232 - Informação,Informação nº 2042/2024/SESAU-GECOMP,"Informamos para os devidos fins que dispomos os autos para reanálise do Estudo Técnico Preliminar em relação ao seu Item 7. Solução da Descrição como um Todo, considerando-se os Incisos I, II, III, IV e parágrafo 3o, do Art. 116, do Decreto Estadual 28.874 de 25 de janeiro de 2024.",,,Diego Emiliano Gimenez,Assessor - GECOMP,
0049.003281/2023-09,Chefe de Unidade,27/05/2024,0049154232,SEI/RO - 0049154232 - Informação,Informação nº 2042/2024/SESAU-GECOMP,"Informamos para os devidos fins que dispomos os autos para reanálise do Estudo Técnico Preliminar em relação ao seu Item 7. Solução da Descrição como um Todo, considerando-se os Incisos I, II, III, IV e parágrafo 3o, do Art. 116, do Decreto Estadual 28.874 de 25 de janeiro de 2024.",,,Diego Emiliano Gimenez,Assessor - GECOMP,
0060.114123/2021-55,Christopher T. Rosa,28/10/2022,,SEI/RO - 0033267685 - Despacho,DESPACHO,De:POC-GAD,Para: POC-ASSES / SESAU-CDI,C/C SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Atualização de Quantitativo,
0060.114123/2021-55,Diretor(a),28/10/2022,,SEI/RO - 0033267685 - Despacho,DESPACHO,De:POC-GAD,Para: POC-ASSES / SESAU-CDI,C/C SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Atualização de Quantitativo,
0060.114123/2021-55,Diretor(a),28/10/2022,0033267685,SEI/RO - 0033267685 - Despacho,DESPACHO,De:POC-GAD,Para: POC-ASSES / SESAU-CDI,C/C SESAU-GECOMP,Processo Nº:  0060.114123/2021-55,Assunto: Atualização de Quantitativo,
0050.072218/2022-94,Caroline Kohara Melchior,24/07/2023,,SEI/RO - 0040250895 - Despacho,DESPACHO,De:CEMETRON-DG,Para: SESAU-GECOMP,Processo Nº:  0036.100333/2022-44,Assunto: Assinatura Estudo Técnico,,"Senhor(a),"
0050.072218/2022-94,Diretor(a) Adjunto(a),24/07/2023,0040250895,SEI/RO - 0040250895 - Despacho,DESPACHO,De:CEMETRON-DG,Para: SESAU-GECOMP,Processo Nº:  0036.100333/2022-44,Assunto: Assinatura Estudo Técnico,,"Senhor(a),"
0036.465253/2021-51,Marcos Felipe dos Santos da Silva,31/07/2023,,SEI/RO - 0040438819 - Certidão,Certidão n°72,"Certifico e dou fé que, com base no art. 40, § 1º da Lei 8.666/93, vimos por meio desta certidão validar o documento (0040438803), visto que, no formato que o arquivo fora anexado no sistema SEI!, em PDF, não é possível remeter a assinatura eletrônica.",,Marcos Felipe S. Silva,Núcleo de Atendimento - SUPEL/RO,Matrícula: 300173049,N/A
0036.465253/2021-51,Assessor(a),31/07/2023,0040438819,SEI/RO - 0040438819 - Certidão,Certidão n°72,"Certifico e dou fé que, com base no art. 40, § 1º da Lei 8.666/93, vimos por meio desta certidão validar o documento (0040438803), visto que, no formato que o arquivo fora anexado no sistema SEI!, em PDF, não é possível remeter a assinatura eletrônica.",,Marcos Felipe S. Silva,Núcleo de Atendimento - SUPEL/RO,Matrícula: 300173049,N/A
0036.584414/2021-12,JOYCE ELLEN MITTOUSO PINHEIRO,09/08/2023,,SEI/RO - 0040733004 - Informação,Informação nº 1739/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0040645069), o qual foi disponibilizado no bloco de assinatura (1122774),  na data de hoje 09 de Agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade:Hospital de Retaguarda de Rondônia - HRRO-SESAU/RO,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.584414/2021-12,Assessor(a),09/08/2023,0040733004,SEI/RO - 0040733004 - Informação,Informação nº 1739/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0040645069), o qual foi disponibilizado no bloco de assinatura (1122774),  na data de hoje 09 de Agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade:Hospital de Retaguarda de Rondônia - HRRO-SESAU/RO,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.078020/2022-01,Laura Bany de Araujo Pinto,25/09/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
0036.078020/2022-01,Gerente,25/09/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
0036.078020/2022-01,Gerente,16/10/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
0036.078020/2022-01,ANDRE LUIZ KLIPPEL PINHEIRO,16/10/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
0036.078020/2022-01,Assessor(a),17/10/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
0036.078020/2022-01,Assessor(a),17/10/2023,,SEI/RO - 0042074652 - SAMS,SAMS,N/A,,N/A,,N/A,
