Documento,Setor,Processo
Despacho 0043864649,SESAU-GRS1,0036.048286/2023-00
Despacho 0043864840,POC-GAD,0036.048286/2023-00
Documento de Oficialização de Demanda 46 (0043870599),SAMD-ASS,0036.048286/2023-00
Despacho de Aquisição de Material Permanente IGRS (0043871403),SESAU-CAP,0036.048286/2023-00
Documento de Oficialização de Demanda 16 (0043873200),LEPAC-ASTEC,0036.048286/2023-00
Despacho 0043876251,SESAU-GRS2,0036.048286/2023-00
Documento de Oficialização de Demanda 1 (0043889028),LACEN-ASTEC,0036.048286/2023-00
Documento de Oficialização de Demanda 10 (0043889536),FHEMERON-PRES,0036.048286/2023-00
Despacho produtos de refrigeração (0043892249),FHEMERON-DAF,0036.048286/2023-00
Documento de Oficialização de Demanda 23 (0043899456),CAIS-CENE,0036.048286/2023-00
Despacho 0043899644,SAMD-ASS,0036.048286/2023-00
Despacho 0043907412,HEURO-ASGAB,0036.048286/2023-00
Documento de Oficialização de Demanda 16 (0043909736),SESAU-GAD,0036.048286/2023-00
Documento de Oficialização de Demanda 10 Desconsiderar (0043947351),CDA-COORD,0036.048286/2023-00
Documento de Oficialização de Demanda 55 (0044026902),SESAU-USSFWB,0036.048286/2023-00
Despacho 0044029344,SESAU-GRS1,0036.048286/2023-00
Documento de Oficialização de Demanda 19 (0044041290),SESAU-GRS1,0036.048286/2023-00
Documento de Oficialização de Demanda 3 (0044053339),SESAU-GCET,0036.048286/2023-00
III,CAPS-NAD,0036.048286/2023-00
Despacho DESPACHO (0044053532),HB-NUPAT,0036.048286/2023-00
Errata ERRATA (0044059304),HB-GAD,0036.048286/2023-00
Documento de Oficialização de Demanda 14 (0044059619),JPII-NCOMP,0036.048286/2023-00
Documento de Oficialização de Demanda 1 (0044060470),SESAU-GRS5,0036.048286/2023-00
Documento de Oficialização de Demanda 5 (0044065898),SESAU-SG,0036.048286/2023-00
Documento de Oficialização de Demanda 95 (0044210376),SESAU-GRS2,0036.048286/2023-00
Documento de Oficialização de Demanda 28 JPII (0044095046),HRE-DG,0036.048286/2023-00
Memorando 34 Documento de Oficialização de Demanda VGRS (0044101486),SESAU-CIB,0036.048286/2023-00
Documento de Oficialização de Demanda 2 (0044118226),CEMETRON-ASTEC,0036.048286/2023-00
Despacho Produtos de refrigeração (0044133410),HRSF-ASTEC,0036.048286/2023-00
Despacho 0044141376,SESAU-GRS3,0036.048286/2023-00
Documento de Oficialização de Demanda 10 (0044152517),SESAU-CES,0036.048286/2023-00
Documento de Oficialização de Demanda 36 (0044155238),COHREC-NAP,0036.048286/2023-00
Documento de Oficialização de Demanda 39 (0044201668),SESAU-HRB,0036.048286/2023-00
Documento de Oficialização de Demanda 3 (0044207276),SESAU-HRB,0036.048286/2023-00
Documento de Oficialização de Demanda 7 (0044209006),COHREC-NAP,0036.048286/2023-00
Documento de Oficialização de Demanda 7 (Desconsiderar) (0044211206),HRE-GAD,0036.048286/2023-00
Documento de Oficialização de Demanda 3 HRB (0044211800),HRE-DG,0036.048286/2023-00
Parecer HRB (0044212096),CERO-DRCLINICA,0036.048286/2023-00
Documento de Oficialização de Demanda 8 HRC (0044227871),HC-GAD,0036.048286/2023-00
IV,SESAU-GAD,0036.048286/2023-00
Despacho 0044232090,SESAU-GECOMP,0036.048286/2023-00
Documento de Oficialização de Demanda 7 (0044237557),SESAU-GECOMP,0036.048286/2023-00
Documento de Oficialização de Demanda 3 (0044299641),HC-GAD,0036.048286/2023-00
Documento de Oficialização de Demanda 31 (0044383987),SESAU-GECOMP,0036.048286/2023-00
Termo de Referência 0044257376,FHEMERON-DAF,0036.048286/2023-00
Estudo Técnico 0044300075,SESAU-GECOMP,0036.048286/2023-00
Anexo Resumo Refrigeração - DOD (0044932671),SESAU-GECOMP,0036.048286/2023-00
Anexo portaria 992 (0044390935),SESAU-CO,0036.048286/2023-00
Informação 2993 (0044439753),SESAU-GECOMP,0036.048286/2023-00
Despacho 0044675485,SESAU-NPPS,0036.048286/2023-00
Portaria 35 (0044920238),SESAU-GECOMP,0036.048286/2023-00
Informação 57 (0044988049),SESAU-GECOMP,0036.048286/2023-00
Informação 7 (0045011171),SESAU-GECOMP,0036.048286/2023-00
Despacho 0045203536,SESAU-GECOMP,0036.048286/2023-00
Informação 89 (0045239214),SESAU-GECOMP,0036.048286/2023-00
Memorando 40 (0045256989),SESAU-GECOMP,0036.048286/2023-00
Autorização 0045373813,SESAU-GECOMP,0036.048286/2023-00
Portaria de Substituição (0045343852),SESAU-GECOMP,0036.048286/2023-00
Termo de Referência 0045021404,SESAU-GECOMP,0036.048286/2023-00
SAMS DESCONSIDERAR (0045347669),SUPEL-CAP,0036.048286/2023-00
V,SUPEL-CAP,0036.048286/2023-00
Informação 269 (0045503088),SUPEL-CA,0036.048286/2023-00
Termo de Referência 0046068519,SUPEL-CA,0036.048286/2023-00
SAMS 0045990739,SUPEL-UPSILON,0036.048286/2023-00
Ofício 10408 (0046824686),SUPEL-UPSILON,0036.048286/2023-00
Análise 124 (0046896752),SUPEL-CPEAP,0036.048286/2023-00
Despacho 0046896774,SUPEL-CPEAP,0036.048286/2023-00
Despacho 0046970707,SUPEL-CPEAP,0036.048286/2023-00
Portaria Comissão de Saúde (0046970754),SUPEL-CPEAP,0036.048286/2023-00
Análise 9 (0047054279),SESAU-GECOMP,0036.048286/2023-00
Despacho 0047057979,SESAU-CO,0036.048286/2023-00
Checklist 0047113812,SESAU-GECOMP,0036.048286/2023-00
Cotação Banco de Preços (0047148274),SUPEL-CPEAP,0036.048286/2023-00
Quadro Comparativo estimativo de Preços (0047148600),SUPEL-CAP,0036.048286/2023-00
Despacho 0047197578,SUPEL-CPEAP,0036.048286/2023-00
Despacho 0047225246,SUPEL-CAP,0036.048286/2023-00
Despacho 0047453331,SESAU-GECOMP,0036.048286/2023-00
Despacho 0047454467,SESAU-GECOMP,0036.048286/2023-00
Certidão 179 (0047148786),SESAU-GECOMP,0036.048286/2023-00
Despacho 0047644920,SESAU-GECOMP,0036.048286/2023-00
Despacho 0047734196,SESAU-GECOMP,0036.048286/2023-00
VI,SESAU-GECOMP,0036.048286/2023-00
Despacho 0047748267,SESAU-GECOMP,0036.048286/2023-00
Portaria DESCONSIDERAR (0047956250),SESAU-GECOMP,0036.048286/2023-00
Programa Anual de Saúde (0047956364),SESAU-GECOMP,0036.048286/2023-00
Justificativa 0048935311,HRE-DG,0036.048286/2023-00
Despacho 0048516416,SESAU-GECOMP,0036.048286/2023-00
Informação 1932 (0049009074),HRE-DG,0036.048286/2023-00
Estudo Técnico Preliminar 12 Desconsiderar (0049320164),SESAU-GECOMP,0036.048286/2023-00
Estudo Técnico Preliminar (0049476006),SESAU-GECOMP,0036.048286/2023-00
Mapa de Risco 32 (0049331698),SESAU-GECOMP,0036.048286/2023-00
Adendo Matriz de Riscos (0049332263),SESAU-GECOMP,0036.048286/2023-00
Documento de Oficialização de Demanda 10 (0049352381),SESAU-GECOMP,0036.048286/2023-00
Informação 2363 (0049571201),SESAU-GECOMP,0036.048286/2023-00
Despacho 0049360130,SESAU-GECOMP,0036.048286/2023-00
Requisição 0049330016,SESAU-GECOMP,0036.048286/2023-00
Informação 2360 (0049565073),SESAU-GECOMP,0036.048286/2023-00
Termo de Referência 0047865647,SESAU-GECOMP,0036.048286/2023-00
Manual de Fiscalização e Contrato (0050229939),SESAU-GECOMP,0036.048286/2023-00
Despacho Desconsiderar (0048870356),SUPEL-CAP,0036.048286/2023-00
Termo de Referência DESCONSIDERAR (0050063791),SUPEL-CA,0036.048286/2023-00
Termo de Referência Desconsiderar (0051895691),SUPEL-UPSILON,0036.048286/2023-00
VII,SUPEL-CPEAP,0036.048286/2023-00
Termo de Referência DESCONSIDERAR (0051907019),SUPEL-CPEAP,0036.048286/2023-00
SAMS DESCONSIDERAR (0048741895),SUPEL-CPEAP,0036.048286/2023-00
Termo de Referência 0051975464,SUPEL-CAP,0036.048286/2023-00
Despacho 0051780438,SESAU-GECOMP,0036.048286/2023-00
Despacho 0052166286,SESAU-GECOMP,0036.048286/2023-00
Despacho 0052186889,SESAU-GECOMP,0036.048286/2023-00
Despacho 0052202065,SESAU-GECOMP,0036.048286/2023-00
Cotação Banco de Preços (0052349043),SESAU-GECOMP,0036.048286/2023-00
0036.465253/2021-51,SESAU-NEEP,0036.465253/2021-51
I,SESAU-NEEP,0036.465253/2021-51
Memorando 133 (0021244931),SESAU-NEEP,0036.465253/2021-51
Proposta 00733.0620001/19-017 (0021245053),SESAU-NEEP,0036.465253/2021-51
Extrato de Pagamento Detalhado (0021298481),SESAU-NEEP,0036.465253/2021-51
ER - Entrada de Recurso (0021298522),SESAU-GAB,0036.465253/2021-51
Orientação 0021303070,SESAU-NEEP,0036.465253/2021-51
Autorização 0021362833,SESAU-GAD,0036.465253/2021-51
Despacho 0021515546,SESAU-GECOMP,0036.465253/2021-51
Despacho 0021754478,HRSF-ASTEC,0036.465253/2021-51
Memorando 640 (0021796451),HRSF-ASTEC,0036.465253/2021-51
Estudo Técnico 0021890460,SESAU-GECOMP,0036.465253/2021-51
Adendo 0022071254,SESAU-NEEP,0036.465253/2021-51
Despacho 0022237673,SESAU-GAB,0036.465253/2021-51
Despacho 0022788023,SESAU-NEEP,0036.465253/2021-51
Autorização 0028165840,SESAU-GECOMP,0036.465253/2021-51
Despacho 0028376218,SESAU-NPPS,0036.465253/2021-51
Despacho 0031502697,SESAU-GECOMP,0036.465253/2021-51
Informação 2880 (0031734521),SESAU-GECOMP,0036.465253/2021-51
Informação 530 (0031934762),SESAU-GECOMP,0036.465253/2021-51
Estudo Técnico 0032491856,SESAU-GECOMP,0036.465253/2021-51
Informação 671 (0032560449),SESAU-GECOMP,0036.465253/2021-51
II,SESAU-GECOMP,0036.465253/2021-51
Informação 685 (0032645529),SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0022169125,SESAU-GECOMP,0036.465253/2021-51
SAMS 0033123472,SESAU-GECOMP,0036.465253/2021-51
Informação 820 (0033195577),SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0033962216,SESAU-GECOMP,0036.465253/2021-51
SAMS 0033963369,SESAU-GECOMP,0036.465253/2021-51
Informação 1023 (0033964435),SUPEL-CAP,0036.465253/2021-51
Informação 1074 (0034176595),SUPEL-CAP,0036.465253/2021-51
Despacho 0034398121,SUPEL-NP,0036.465253/2021-51
Análise 731 (0034431852),SESAU-GECOMP,0036.465253/2021-51
Despacho 0034433477,SESAU-GECOMP,0036.465253/2021-51
Despacho 0034578223,SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0034728037,SESAU-GECOMP,0036.465253/2021-51
Informação 1261 (0034793282),SUPEL-NP,0036.465253/2021-51
Informação 2 (0034840891),SUPEL-CPEAP,0036.465253/2021-51
Despacho 0035100410,SUPEL-CPEAP,0036.465253/2021-51
Despacho 0035134515,SUPEL-CPEAP,0036.465253/2021-51
Cotação - Banco de preços (0035769534),SUPEL-CPEAP,0036.465253/2021-51
Cotação - Fundo Nacional de Saúde (0035769615),SUPEL-CAP,0036.465253/2021-51
Quadro Comparativo (0035769644),SESAU-GECOMP,0036.465253/2021-51
III,SESAU-NEOR,0036.465253/2021-51
Certidão 160 (0035769673),SESAU-GECOMP,0036.465253/2021-51
Despacho 0035772276,SUPEL-CAP,0036.465253/2021-51
Despacho 0035777948,SUPEL-NP,0036.465253/2021-51
Declaração de Adequação Financeira 0035837834,SESAU-GECOMP,0036.465253/2021-51
Despacho 0035934857,SESAU-GECOMP,0036.465253/2021-51
Despacho 0035968570,SESAU-CO,0036.465253/2021-51
Despacho 0036276931,SESAU-GECOMP,0036.465253/2021-51
Despacho 0036354082,SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0036352023,SESAU-GECOMP,0036.465253/2021-51
Despacho 0036474334,SUPEL-NP,0036.465253/2021-51
Informação 492 (0036488912),SUPEL-NP,0036.465253/2021-51
Informação 506 (0036532905),SUPEL-NP,0036.465253/2021-51
Despacho 0036352598,PGE-PA,0036.465253/2021-51
Edital PE Nº 217/2023 (0036924501),PGE-PA,0036.465253/2021-51
Certidão 255 (0036924527),PGE-PA,0036.465253/2021-51
Despacho 0036924558,PGE-ASSESADM,0036.465253/2021-51
Parecer 139 (0037527293),PGE-PA,0036.465253/2021-51
Despacho 0037716627,SUPEL-NP,0036.465253/2021-51
Despacho 0037793866,SESAU-GECOMP,0036.465253/2021-51
Despacho 0037803843,SESAU-GECOMP,0036.465253/2021-51
IV,SESAU-GECOMP,0036.465253/2021-51
Despacho 0037843323,SESAU-CO,0036.465253/2021-51
Despacho 0037986380,SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0038585401,SESAU-GECOMP,0036.465253/2021-51
SAMS 0034758327,SUPEL-NP,0036.465253/2021-51
Informação 1070 (0038861144),SESAU-GECOMP,0036.465253/2021-51
Informação 108 (0038862643),SESAU-CO,0036.465253/2021-51
Informação 1076 (0038883878),SESAU-GECOMP,0036.465253/2021-51
Despacho 0038611767,HRSF-ASTEC,0036.465253/2021-51
Despacho 0038957596,SESAU-GECOMP,0036.465253/2021-51
Despacho 0038963233,SUPEL-NP,0036.465253/2021-51
Despacho 0039037536,SUPEL-NP,0036.465253/2021-51
Despacho 0039174529,SUPEL-NP,0036.465253/2021-51
Despacho 0039426770,SUPEL-NP,0036.465253/2021-51
Despacho 0039555985,SUPEL-NP,0036.465253/2021-51
Informação 367 (0039618092),SUPEL-NP,0036.465253/2021-51
Relação de Itens Cadastrados no ComprasNet (0039750103),SUPEL-NP,0036.465253/2021-51
Despacho 0039750041,SUPEL-DELTA,0036.465253/2021-51
Portaria nº 186/GAB/SUPEL (0039616651),SUPEL-CA,0036.465253/2021-51
Instrumento Convocatório 0039608317,SUPEL-NP,0036.465253/2021-51
Aviso de licitação 464 (0039665139),SUPEL-NP,0036.465253/2021-51
V,SUPEL-CA,0036.465253/2021-51
Despacho 0039792425,SUPEL-NA,0036.465253/2021-51
Despacho 0040055123,SUPEL-NA,0036.465253/2021-51
Despacho 0040084030,SUPEL-NA,0036.465253/2021-51
Publicação do Aviso 464 (0040140272),SUPEL-NA,0036.465253/2021-51
Despacho 0040140291,SUPEL-DELTA,0036.465253/2021-51
Despacho 0040168964,SUPEL-NA,0036.465253/2021-51
Pedido de Esclarecimento Prolife (0040380798),SUPEL-NA,0036.465253/2021-51
Despacho 0040380813,SUPEL-DELTA,0036.465253/2021-51
Pedido de Esclarecimento GETINGE DO BRASIL (0040431185),SESAU-GECOMP,0036.465253/2021-51
Certidão 69 (0040432490),SUPEL-DELTA,0036.465253/2021-51
Despacho 0040435377,SUPEL-DELTA,0036.465253/2021-51
Pedido de Esclarecimento RIO MEDI (0040438803),SUPEL-NP,0036.465253/2021-51
Certidão 72 (0040438819),SUPEL-NP,0036.465253/2021-51
Despacho 0040439622,SESAU-GECOMP,0036.465253/2021-51
Despacho 0040464156,SESAU-CO,0036.465253/2021-51
Aviso 546 (0040519447),SESAU-GECOMP,0036.465253/2021-51
Despacho 0040519894,SUPEL-DELTA,0036.465253/2021-51
Publicação (ões) (0040609566),SUPEL-DELTA,0036.465253/2021-51
Despacho 0040609584,SUPEL-DELTA,0036.465253/2021-51
Despacho 0040558875,SUPEL-NA,0036.465253/2021-51
VI,SUPEL-NA,0036.465253/2021-51
Despacho 0040518200,SUPEL-DELTA,0036.465253/2021-51
Despacho 0040670781,SESAU-GECOMP,0036.465253/2021-51
Exame 0040613809,SESAU-CO,0036.465253/2021-51
Publicação Exame - Campo de aviso Comprasgov e Supel (0040730752),SESAU-GECOMP,0036.465253/2021-51
Despacho 0040730657,SESAU-GECOMP,0036.465253/2021-51
E-mail de Resposta aos pedido de esclarecimentos (0040746112),SESAU-GECOMP,0036.465253/2021-51
Despacho 0040746172,SESAU-GECOMP,0036.465253/2021-51
Despacho 0040729630,SUPEL-DELTA,0036.465253/2021-51
Despacho 0040788257,SUPEL-CPEAP,0036.465253/2021-51
Despacho 0040809607,SESAU-GECOMP,0036.465253/2021-51
Termo de Referência 0040853947,HRSF-ASTEC,0036.465253/2021-51
SAMS 0041020883,SESAU-GECOMP,0036.465253/2021-51
Informação 1890 (0041062571),SUPEL-CPEAP,0036.465253/2021-51
Despacho 0041340653,SUPEL-DELTA,0036.465253/2021-51
Despacho 0041354307,SUPEL-DELTA,0036.465253/2021-51
Despacho 0041518315,SUPEL-DELTA,0036.465253/2021-51
Despacho 0041520072,SUPEL-DELTA,0036.465253/2021-51
Despacho 0041658810,SUPEL-CA,0036.465253/2021-51
Despacho 0041680553,SUPEL-NP,0036.465253/2021-51
Despacho 0041899824,SUPEL-NP,0036.465253/2021-51
VII,SUPEL-CA,0036.465253/2021-51
Adendo 0042050755,SUPEL-DELTA,0036.465253/2021-51
Edital + Adendo I (0042051204),SUPEL-CA,0036.465253/2021-51
Certidão 25 (0042051236),SUPEL-NP,0036.465253/2021-51
Despacho 0042051307,SUPEL-NP,0036.465253/2021-51
Despacho 0042581182,SUPEL-NP,0036.465253/2021-51
Publicação Adendo Modificador nº I (0042634169),SUPEL-NP,0036.465253/2021-51
Despacho 0042634205,SUPEL-NP,0036.465253/2021-51
Despacho 0042646249,SUPEL-NP,0036.465253/2021-51
Despacho 0043161381,SUPEL-NP,0036.465253/2021-51
Despacho 0043184494,SUPEL-NP,0036.465253/2021-51
Proposta da empresa HAND LIFE SUPRIMENTOS MEDICOS E FISIO (0043197658),SUPEL-NP,0036.465253/2021-51
Proposta da empresa NORTEMEDICA COMERCIO E REPRESENTACOES (0043197737),SUPEL-NP,0036.465253/2021-51
Proposta remanescente da empresa NORTEMEDICA COMERCIO E (0043197808),SUPEL-NP,0036.465253/2021-51
Proposta da empresa COSTA & SOUZA COMERCIO HOSPITALAR LT (0043197869),SUPEL-NP,0036.465253/2021-51
Proposta remanescente da empresa COSTA & SOUZA COMERCIO (0043200324),SESAU-NEEP,0036.465253/2021-51
Proposta da empresa MEDPLUS HOSPITALAR COMERCIO E SERVIC (0043200362),SESAU-GECOMP,0036.465253/2021-51
Proposta remanescente da empresa MEDPLUS HOSPITALAR COME (0043200380),SESAU-CO,0036.465253/2021-51
Proposta da empresa J. RIBEIRO COMERCIO ATACADISTA LTDA (0043200418),SESAU-GECOMP,0036.465253/2021-51
Proposta da empresa LONDRIHOSP IMPORTACAO E EXPORTACAO DE (0043200465),SUPEL-DELTA,0036.465253/2021-51
Proposta da empresa CLAY IMPORTACAO E EXPORTACAO LTDA (0043200490),SUPEL-DELTA,0036.465253/2021-51
VIII,SUPEL-DELTA,0036.465253/2021-51
Proposta remanescente da empresa CLAY IMPORTACAO E EXPORT (0043200510),SUPEL-DELTA,0036.465253/2021-51
Despacho 0043200571,SUPEL-DELTA,0036.465253/2021-51
Despacho 0043967800,SUPEL-DELTA,0036.465253/2021-51
Despacho 0043973166,SESAU-GECOMP,0036.465253/2021-51
Parecer 191 (0044088186),SESAU-CO,0036.465253/2021-51
Despacho 0044852566,SESAU-GECOMP,0036.465253/2021-51
Publicação - Parecer Técnico (0044980038),SUPEL-DELTA,0036.465253/2021-51
Informação - Continuação da Sessão (0044980073),SUPEL-DELTA,0036.465253/2021-51
Informação - Continuação da Sessão (0045224322),SUPEL-DELTA,0036.465253/2021-51
Proposta - FIRST MEDICAL SERVICE LTDA (0045361913),SUPEL-DELTA,0036.465253/2021-51
Proposta - PRIOM TECNOLOGIA EM EQUIPAMENTOS LTDA (0045362035),SUPEL-DELTA,0036.465253/2021-51
Despacho 0045362517,SUPEL-DELTA,0036.465253/2021-51
Despacho 0045363435,SUPEL-DELTA,0036.465253/2021-51
Parecer 12 (0045555984),SUPEL-DELTA,0036.465253/2021-51
Despacho 0045561649,SUPEL-DELTA,0036.465253/2021-51
Publicação Análise técnica (0045999759),SUPEL-DELTA,0036.465253/2021-51
Informação de continuidade da Sessão (0045999768),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I - da empresa HAND LIFE SUPRIMENTOS MEDICOS (0046390704),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação II - da empresa HAND LIFE SUPRIMENTOS MEDICOS (0046390699),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I da empresa - NORTEMEDICA COMERCIO E REPRESENTACO (0046390887),SUPEL-DELTA,0036.465253/2021-51
IX,SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação NORTEMEDICA COMERCIO E REPRESENTAC (0046390902),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I da empresa - MEDPLUS HOSPITALAR COMERCIO (0046391081),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação II da empresa - MEDPLUS HOSPITALAR COMERCIO (0046391090),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I da empresa - J. RIBEIRO COMERCIO ATACADISTA LTDA (0046391349),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação II da empresa - J. RIBEIRO COMERCIO ATACADISTA LTD (0046391368),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação I da empresa - LONDRIHOSP IMPORTACAO E EXPORTACAO (0046391512),SESAU-GECOMP,0036.465253/2021-51
Documentos de Habilitação II da empresa - LONDRIHOSP IMPORTACAO E EXPORTACAO (0046391530),SESAU-CO,0036.465253/2021-51
Documentos de Habilitação CLAY IMPORTACAO E EXPORTACAO LTDA (0046391838),SESAU-CO,0036.465253/2021-51
Documentos de Habilitação CLAY IMPORTACAO E EXPORTACAO LTDA (0046391845),SESAU-GECOMP,0036.465253/2021-51
Documentos de Habilitação I da empresa - PRIOM TECNOLOGIA EM EQUIPAMENTOS LT (0046391979),SUPEL-DELTA,0036.465253/2021-51
Documentos de Habilitação II da empresa - PRIOM TECNOLOGIA EM EQUIPAMENTOS L (0046391985),SUPEL-DELTA,0036.465253/2021-51
Termo de Juntada 0046557591,SUPEL-DELTA,0036.465253/2021-51
Certidão 7 (0046514583),SUPEL-DELTA,0036.465253/2021-51
Proposta ITEM 16 PRIOM TECNOLOGIA EM EQUIPAMENTOS LTDA (0046871996),SUPEL-DELTA,0036.465253/2021-51
Despacho 0046871553,SUPEL-DELTA,0036.465253/2021-51
Despacho 0046878667,SUPEL-DELTA,0036.465253/2021-51
Anexo CARRO MACA HIDRAULICO PRIOM TEC (0046962155),SUPEL-CA,0036.465253/2021-51
Parecer 29 (0046958756),SUPEL-NP,0036.465253/2021-51
Despacho 0046978693,SUPEL-NP,0036.465253/2021-51
Publicação - Parecer Técnico (0047099452),SUPEL-NP,0036.465253/2021-51
X,SUPEL-NP,0036.465253/2021-51
Informação de continuidade da Sessão (0046873135),SUPEL-NP,0036.465253/2021-51
Pedido desclassificação J. RIBEIRO COMERCIO ATACADISTA LTDA - EPP (0047515768),SUPEL-NP,0036.465253/2021-51
Informação 11 (0047547523),SUPEL-NP,0036.465253/2021-51
Anexo espelho - compras.gov (0047547922),SUPEL-NP,0036.465253/2021-51
Ata e Anexos (0047547395),SUPEL-NP,0036.465253/2021-51
Despacho 0047547958,SUPEL-NP,0036.465253/2021-51
Despacho 0047571441,SUPEL-CAP,0036.465253/2021-51
Relatório Parcial - PE 217/2023 (0047632751),SESAU-GECOMP,0036.465253/2021-51
Relatório da Publicação (0047632791),SESAU-GECOMP,0036.465253/2021-51
Certidão 782 (0047632842),SESAU-NAP,0036.465253/2021-51
